,,,,,,,PDV,PDV,PDV,PNRSV,PNRSV,PNRSV,PLMVd,PLMVd,PLMVd
Sample Name ,Location,Cultivar,Block,Tree Number,Row,Tree,Y1,Y2,Y3,Y1,Y2,Y3,Y1,Y2,Y3
P2-3-59,Oconee,various,P2,107,3,59,-,-,-,-,-,-,+,+,+
P2-3-62,Oconee,various,P2,108,3,62,-,-,-,-,-,-,-,-,-
P2-4-2,Oconee,various,P2,109,4,2,-,-,-,-,-,-,-,-,-
P2-4-3,Oconee,various,P2,110,4,3,-,-,-,-,-,-,-,-,-
P2-4-4,Oconee,various,P2,111,4,4,-,-,-,-,-,-,-,-,-
P2-4-8,Oconee,various,P2,112,4,8,-,-,-,-,-,-,-,-,-
P2-4-9,Oconee,various,P2,113,4,9,-,-,-,-,-,-,-,-,-
P2-4-10,Oconee,various,P2,114,4,10,-,-,-,-,-,-,-,-,-
P2-4-11,Oconee,various,P2,115,4,11,-,-,-,-,-,-,-,-,-
P2-4-12,Oconee,various,P2,116,4,12,-,-,-,-,-,-,-,-,-
P2-4-13,Oconee,various,P2,117,4,13,-,-,-,-,-,-,-,-,-
P2-4-14,Oconee,various,P2,118,4,14,-,-,-,-,-,-,-,-,-
P2-4-15,Oconee,various,P2,119,4,15,-,-,-,-,-,-,-,-,-
P2-4-16,Oconee,various,P2,120,4,16,-,-,-,-,-,-,-,-,-
P2-4-17,Oconee,various,P2,121,4,17,-,-,-,-,-,-,-,-,-
P2-4-18,Oconee,various,P2,122,4,18,-,-,-,-,-,-,-,-,-
P2-4-19,Oconee,various,P2,123,4,19,-,-,-,-,-,-,-,-,-
P2-4-20,Oconee,various,P2,124,4,20,-,-,-,-,-,-,-,-,-
P2-4-21,Oconee,various,P2,125,4,21,-,-,-,-,-,-,-,-,+
P2-4-22,Oconee,various,P2,126,4,22,-,-,-,-,-,-,-,-,-
P2-4-23,Oconee,various,P2,127,4,23,-,-,-,-,-,-,-,-,-
P2-4-24,Oconee,various,P2,128,4,24,-,-,-,-,-,-,-,-,-
P2-4-25,Oconee,various,P2,129,4,25,-,-,-,-,-,-,-,-,-
P2-4-26,Oconee,various,P2,130,4,26,-,-,-,-,-,-,+,-,-
P2-4-27,Oconee,various,P2,131,4,27,-,-,-,-,-,-,-,-,-
P2-4-30,Oconee,various,P2,132,4,30,-,-,-,-,-,-,-,-,-
P2-4-31,Oconee,various,P2,133,4,31,-,-,-,-,-,-,-,-,-
P2-4-32,Oconee,various,P2,134,4,32,-,-,-,-,-,-,-,-,-
P2-4-33,Oconee,various,P2,135,4,33,-,-,-,-,-,-,-,-,-
P2-4-34,Oconee,various,P2,136,4,34,-,-,-,-,-,-,-,-,-
P2-4-35,Oconee,various,P2,137,4,35,-,-,-,-,-,-,-,-,-
P2-4-43,Oconee,various,P2,138,4,43,-,-,-,-,-,-,-,-,-
P2-4-44,Oconee,various,P2,139,4,44,-,-,-,-,-,-,-,-,-
P2-4-45,Oconee,various,P2,140,4,45,-,-,-,-,-,-,-,-,-
P2-4-54,Oconee,various,P2,141,4,54,-,-,-,-,-,-,-,-,-
P2-4-55,Oconee,various,P2,142,4,55,-,-,-,-,-,-,-,-,-
P2-4-56,Oconee,various,P2,143,4,56,-,-,-,-,-,-,-,-,-
P2-4-57,Oconee,various,P2,144,4,57,-,-,-,-,-,-,-,-,-
P2-4-58,Oconee,various,P2,145,4,58,-,-,-,-,-,-,-,-,-
P2-4-59,Oconee,various,P2,146,4,59,-,-,-,-,-,-,-,-,-
P2-4-60,Oconee,various,P2,147,4,60,-,-,-,-,-,-,-,-,-
P2-4-61,Oconee,various,P2,148,4,61,-,-,-,-,-,-,-,-,-
P2-5-1,Oconee,various,P2,149,5,1,-,-,-,-,-,-,-,-,-
P2-5-2,Oconee,various,P2,150,5,2,-,-,-,-,-,-,-,-,-
P2-5-3,Oconee,various,P2,151,5,3,-,-,-,-,-,-,-,-,-
P2-5-4,Oconee,various,P2,152,5,4,-,-,-,-,-,-,-,-,-
P2-5-5,Oconee,various,P2,153,5,5,-,-,-,-,-,-,-,-,-
P2-5-6,Oconee,various,P2,154,5,6,-,-,-,-,-,-,-,-,-
P2-5-7,Oconee,various,P2,155,5,7,-,-,-,-,-,-,-,-,-
P2-5-8,Oconee,various,P2,156,5,8,-,-,-,-,-,-,-,-,-
P2-5-9,Oconee,various,P2,157,5,9,-,-,-,-,-,-,-,-,-
P2-5-10,Oconee,various,P2,158,5,10,-,-,-,-,-,-,-,-,-
P2-5-11,Oconee,various,P2,159,5,11,-,-,-,-,-,-,-,-,-
P2-5-12,Oconee,various,P2,160,5,12,-,-,-,-,-,-,-,-,-
P2-5-14,Oconee,various,P2,161,5,14,-,-,-,-,-,-,-,-,-
P2-5-15,Oconee,various,P2,162,5,15,-,-,-,-,-,-,-,-,-
P2-5-16,Oconee,various,P2,163,5,16,-,-,-,-,-,-,-,-,-
P2-5-17,Oconee,various,P2,164,5,17,-,-,-,-,-,-,-,-,-
P2-5-18,Oconee,various,P2,165,5,18,-,-,-,-,-,-,-,-,-
P2-5-19,Oconee,various,P2,166,5,19,-,-,-,-,-,-,-,-,-
P2-5-20,Oconee,various,P2,167,5,20,-,-,-,-,-,-,-,-,-
P2-5-21,Oconee,various,P2,168,5,21,-,-,-,-,-,-,-,-,-
P2-5-22,Oconee,various,P2,169,5,22,-,-,-,-,-,-,-,-,-
P2-5-23,Oconee,various,P2,170,5,23,-,-,-,-,-,-,-,-,-
P2-5-24,Oconee,various,P2,171,5,24,-,-,-,-,-,-,-,-,-
P2-5-25,Oconee,various,P2,172,5,25,-,-,-,-,-,-,-,-,-
P2-5-26,Oconee,various,P2,173,5,26,-,-,-,-,-,-,-,-,-
P2-5-27,Oconee,various,P2,174,5,27,-,-,-,-,-,-,-,-,-
P2-5-28,Oconee,various,P2,175,5,28,-,-,-,-,-,-,-,-,-
P2-5-29,Oconee,various,P2,176,5,29,-,-,-,-,-,-,-,-,-
P2-5-30,Oconee,various,P2,177,5,30,-,-,-,-,-,-,-,-,-
P2-5-31,Oconee,various,P2,178,5,31,-,-,-,-,-,-,-,-,-
P2-5-32,Oconee,various,P2,179,5,32,-,-,-,-,-,-,-,-,-
P2-5-33,Oconee,various,P2,180,5,33,-,-,-,-,-,-,-,-,-
P2-5-34,Oconee,various,P2,181,5,34,-,-,-,-,-,-,-,-,-
P2-5-35,Oconee,various,P2,182,5,35,-,-,-,-,-,-,-,-,-
P2-5-36,Oconee,various,P2,183,5,36,-,-,-,-,-,-,-,-,-
P2-5-37,Oconee,various,P2,184,5,37,-,-,-,-,-,-,-,-,-
P2-5-38,Oconee,various,P2,185,5,38,-,-,-,-,-,-,-,-,-
P2-5-40,Oconee,various,P2,186,5,40,-,-,-,-,-,-,-,-,-
P2-5-41,Oconee,various,P2,187,5,41,-,-,-,-,-,-,-,-,-
P2-5-42,Oconee,various,P2,188,5,42,-,-,-,-,-,-,-,-,-
P2-5-43,Oconee,various,P2,189,5,43,-,-,-,-,-,-,-,-,-
P2-5-44,Oconee,various,P2,190,5,44,-,-,-,-,-,-,-,-,-
P2-5-46,Oconee,various,P2,191,5,46,-,-,-,-,-,-,-,-,-
P2-5-47,Oconee,various,P2,192,5,47,-,-,-,-,-,-,-,-,-
P2-5-48,Oconee,various,P2,193,5,48,-,-,-,-,-,-,-,-,-
P2-5-49,Oconee,various,P2,194,5,49,-,-,-,-,-,-,-,-,-
P2-5-50,Oconee,various,P2,195,5,50,-,-,-,-,-,-,-,-,-
P2-5-51,Oconee,various,P2,196,5,51,-,-,-,-,-,-,-,-,-
P2-5-55,Oconee,various,P2,197,5,55,-,-,-,-,-,-,+,-,-
P2-5-56,Oconee,various,P2,198,5,56,-,-,-,-,-,-,+,-,-
P2-5-57,Oconee,various,P2,199,5,57,-,-,-,-,-,-,+,-,-
P2-5-58,Oconee,various,P2,200,5,58,-,-,-,-,-,-,-,-,-
P2-5-60,Oconee,various,P2,201,5,60,-,-,-,-,-,-,-,-,-
P2-5-62,Oconee,various,P2,202,5,62,-,-,-,-,-,-,-,-,-
P2-5-63,Oconee,various,P2,203,5,63,-,-,-,-,-,-,-,-,-
P2-5-68,Oconee,various,P2,204,5,68,-,-,-,-,-,-,-,-,-
P2-5-69,Oconee,various,P2,205,5,69,-,-,-,-,-,-,-,-,-
P2-5-70,Oconee,various,P2,206,5,70,-,-,-,-,-,-,-,-,-
P2-5-72,Oconee,various,P2,207,5,72,-,,-,-,,-,-,,-
P2-6-1,Oconee,various,P2,208,6,1,-,-,-,-,-,-,-,-,-
P2-6-2,Oconee,various,P2,209,6,2,-,-,-,-,-,-,-,-,-
P2-6-3,Oconee,various,P2,210,6,3,-,-,-,-,-,-,-,-,-
P2-6-4,Oconee,various,P2,211,6,4,-,-,-,-,-,-,-,-,-
P2-6-5,Oconee,various,P2,212,6,5,-,-,-,-,-,-,-,-,-
P2-6-9,Oconee,various,P2,213,6,9,-,,-,-,,-,-,,-
P2-10-30,Oconee,various,P2,214,10,30,-,-,-,-,-,-,-,-,-
P2-10-31,Oconee,various,P2,215,10,31,-,-,-,-,-,-,-,-,-
P2-10-32,Oconee,various,P2,216,10,32,-,-,-,-,-,-,-,-,-
P2-10-33,Oconee,various,P2,217,10,33,-,-,-,-,-,-,-,-,-
P2-10-34,Oconee,various,P2,218,10,34,-,-,-,-,-,-,-,-,-
P2-10-35,Oconee,various,P2,219,10,35,-,-,-,-,-,-,-,-,-
P2-10-36,Oconee,various,P2,220,10,36,-,-,-,-,-,-,-,-,-
P2-10-38,Oconee,various,P2,221,10,38,-,-,-,-,-,-,-,-,-
P2-10-39,Oconee,various,P2,222,10,39,-,-,-,-,-,-,-,-,-
P2-10-40,Oconee,various,P2,223,10,40,-,-,-,-,-,-,-,-,-
P2-10-41,Oconee,various,P2,224,10,41,-,-,-,-,-,-,-,-,-
P2-10-42,Oconee,various,P2,225,10,42,-,-,-,-,-,-,-,-,-
P2-10-43,Oconee,various,P2,226,10,43,-,-,-,-,-,-,-,-,-
P2-10-45,Oconee,various,P2,227,10,45,-,-,-,-,-,-,-,-,-
P2-10-46,Oconee,various,P2,228,10,46,-,-,-,-,-,-,-,-,-
P2-10-47,Oconee,various,P2,229,10,47,-,-,-,-,-,-,-,-,-
P2-10-48,Oconee,various,P2,230,10,48,-,-,-,-,-,-,-,-,-
P2-10-49,Oconee,various,P2,231,10,49,-,-,-,-,-,-,-,-,-
P2-10-50,Oconee,various,P2,232,10,50,-,-,-,-,-,-,-,-,-
P2-10-51,Oconee,various,P2,233,10,51,-,-,-,-,-,-,-,-,-
P2-10-52,Oconee,various,P2,234,10,52,-,-,-,-,-,-,-,-,-
P2-10-53,Oconee,various,P2,235,10,53,-,-,-,-,-,-,-,-,-
P2-10-54,Oconee,various,P2,236,10,54,-,-,-,-,-,-,-,-,+
P2-10-57,Oconee,various,P2,237,10,57,-,-,-,-,-,-,-,-,-
P2-10-59,Oconee,various,P2,238,10,59,-,-,-,-,-,-,-,-,-
P2-10-60,Oconee,various,P2,239,10,60,-,-,-,-,-,-,-,-,-
P2-10-61,Oconee,various,P2,240,10,61,-,-,-,-,-,-,-,-,+
P2-10-62,Oconee,various,P2,241,10,62,-,-,-,-,-,-,-,-,-
P2-10-63,Oconee,various,P2,242,10,63,-,-,-,-,-,-,-,-,-
P2-10-64,Oconee,various,P2,243,10,64,-,-,-,-,-,-,-,-,-
P2-10-65,Oconee,various,P2,244,10,65,-,-,-,-,-,-,-,-,-
P2-10-66,Oconee,various,P2,245,10,66,-,-,-,-,-,-,-,-,-
P2-10-67,Oconee,various,P2,246,10,67,-,-,-,-,-,-,-,-,-
P2-10-68,Oconee,various,P2,247,10,68,-,-,-,-,-,-,-,-,-
P2-10-69,Oconee,various,P2,248,10,69,-,-,-,-,-,-,-,-,-
P2-10-70,Oconee,various,P2,249,10,70,-,-,-,-,-,-,-,-,-
P2-10-71,Oconee,various,P2,250,10,71,-,-,-,-,-,-,-,-,-
P2-11-17,Oconee,various,P2,251,11,17,-,-,-,-,-,-,-,-,-
P2-11-18,Oconee,various,P2,252,11,18,-,-,-,-,-,-,-,-,-
P2-11-31,Oconee,various,P2,253,11,31,-,-,-,-,-,-,-,-,-
P2-11-64,Oconee,various,P2,254,11,64,-,-,-,-,-,-,-,-,-
P2-11-66,Oconee,various,P2,255,11,66,-,-,-,-,-,-,-,-,-
P2-11-68,Oconee,various,P2,256,11,68,-,-,-,-,-,-,-,-,-
P2-11-71,Oconee,various,P2,257,11,71,-,-,-,-,-,-,-,-,-
P2-11-72,Oconee,various,P2,258,11,72,-,-,-,-,-,-,-,-,-
P2-14-16,Oconee,various,P2,259,14,16,-,-,-,-,-,-,-,-,-
P2-14-17,Oconee,various,P2,260,14,17,-,-,-,-,-,-,-,-,-
P2-14-44,Oconee,various,P2,261,14,44,-,-,-,-,-,-,-,-,-
P2-15-15,Oconee,various,P2,262,15,15,-,-,-,-,-,-,-,-,-
P2-15-16,Oconee,various,P2,263,15,16,-,-,-,-,-,-,-,-,-
P2-15-17,Oconee,various,P2,264,15,17,-,-,-,-,-,-,-,-,-
P2-15-18,Oconee,various,P2,265,15,18,-,-,-,-,-,-,-,-,+
P2-15-19,Oconee,various,P2,266,15,19,-,-,-,-,-,-,-,-,-
P2-15-21,Oconee,various,P2,267,15,21,-,-,-,-,-,-,-,-,-
P2-15-22,Oconee,various,P2,268,15,22,-,-,-,-,-,-,-,-,-
P2-15-23,Oconee,various,P2,269,15,23,-,-,-,-,-,-,-,-,-
P2-15-24,Oconee,various,P2,270,15,24,-,-,-,-,-,-,-,-,-
P2-15-25,Oconee,various,P2,271,15,25,-,-,-,-,-,-,-,-,-
P2-15-26,Oconee,various,P2,272,15,26,-,-,-,-,-,-,-,-,-
P2-15-27,Oconee,various,P2,273,15,27,-,-,-,-,-,-,-,-,-
P2-15-28,Oconee,various,P2,274,15,28,-,-,-,-,-,-,-,-,-
P2-15-30,Oconee,various,P2,275,15,30,-,-,-,-,-,-,-,-,-
P2-15-34,Oconee,various,P2,276,15,34,-,-,-,-,-,-,-,-,-
P2-15-35,Oconee,various,P2,277,15,35,-,-,-,-,-,-,-,-,-
P2-15-36,Oconee,various,P2,278,15,36,-,-,-,-,-,-,-,-,-
P2-15-37,Oconee,various,P2,279,15,37,-,-,-,-,-,-,-,-,-
P2-15-38,Oconee,various,P2,280,15,38,-,-,-,-,-,-,-,-,-
P2-15-39,Oconee,various,P2,281,15,39,-,-,-,-,-,-,-,-,-
P2-15-40,Oconee,various,P2,282,15,40,-,-,-,-,-,-,-,-,-
P2-15-41,Oconee,various,P2,283,15,41,-,-,-,-,-,-,-,-,-
P2-15-42,Oconee,various,P2,284,15,42,-,-,-,-,-,-,-,-,-
P2-15-43,Oconee,various,P2,285,15,43,-,-,-,-,-,-,-,-,-
P2-15-45,Oconee,various,P2,286,15,45,-,-,-,-,-,-,-,-,+
P2-15-48,Oconee,various,P2,287,15,48,-,-,-,-,-,-,-,-,-
P2-15-49,Oconee,various,P2,288,15,49,-,-,-,-,-,-,-,-,-
P2-15-51,Oconee,various,P2,289,15,51,-,-,-,-,-,-,-,-,-
P2-15-53,Oconee,various,P2,290,15,53,-,-,-,-,-,-,-,-,-
P2-15-54,Oconee,various,P2,291,15,54,-,-,-,-,-,-,-,-,-
P2-15-55,Oconee,various,P2,292,15,55,-,-,-,-,-,-,-,-,-
P2-15-56,Oconee,various,P2,293,15,56,-,-,-,-,-,-,-,-,-
P2-15-57,Oconee,various,P2,294,15,57,-,-,-,-,-,-,-,-,-
P2-15-58,Oconee,various,P2,295,15,58,-,-,-,-,-,-,-,-,-
P2-15-63,Oconee,various,P2,296,15,63,-,-,-,-,-,-,-,-,-
P2-15-64,Oconee,various,P2,297,15,64,-,-,-,-,-,-,-,-,-
P2-16-14,Oconee,various,P2,298,16,14,-,-,-,-,-,-,-,-,+
P2-16-15,Oconee,various,P2,299,16,15,-,-,-,-,-,-,-,-,-
P2-16-17,Oconee,various,P2,300,16,17,-,-,-,-,-,-,-,-,-
P2-16-19,Oconee,various,P2,301,16,19,-,-,-,-,-,-,+,-,+
P2-16-21,Oconee,various,P2,302,16,21,-,-,-,-,-,-,-,-,-
P2-16-22,Oconee,various,P2,303,16,22,-,-,-,-,-,-,-,-,-
P2-16-23,Oconee,various,P2,304,16,23,-,-,-,-,-,-,-,-,-
P2-16-24,Oconee,various,P2,305,16,24,-,-,-,-,-,-,-,-,-
P2-16-34,Oconee,various,P2,306,16,34,-,-,-,-,-,-,-,-,-
P2-16-35,Oconee,various,P2,307,16,35,-,-,-,-,-,-,-,-,-
P2-16-36,Oconee,various,P2,308,16,36,-,-,-,-,-,-,-,-,-
P2-16-37,Oconee,various,P2,309,16,37,-,-,-,-,-,-,-,-,-
P2-16-38,Oconee,various,P2,310,16,38,-,-,-,-,-,-,-,-,-
P2-16-43,Oconee,various,P2,311,16,43,-,-,-,-,-,-,-,-,+
P2-17-12,Oconee,various,P2,312,17,12,-,-,-,-,-,-,+,+,+
P2-17-15,Oconee,various,P2,313,17,15,-,-,-,-,-,-,+,+,+
P2-17-22,Oconee,various,P2,314,17,22,-,-,-,-,-,-,-,-,-
P2-17-23,Oconee,various,P2,315,17,23,-,-,-,-,-,-,-,-,-
P2-17-27,Oconee,various,P2,316,17,27,-,-,-,-,-,-,-,-,-
P2-17-28,Oconee,various,P2,317,17,28,-,-,-,-,-,-,-,-,-
P2-17-29,Oconee,various,P2,318,17,29,-,-,-,-,-,-,-,-,-
P2-17-31,Oconee,various,P2,319,17,31,-,-,-,-,-,-,-,-,-
P2-17-32,Oconee,various,P2,320,17,32,-,-,-,-,-,-,-,-,-
P2-17-33,Oconee,various,P2,321,17,33,-,-,-,-,-,-,-,-,-
P2-17-34,Oconee,various,P2,322,17,34,-,-,-,-,-,-,-,-,-
P2-17-35,Oconee,various,P2,323,17,35,-,-,-,-,-,-,-,-,-
P2-17-39,Oconee,various,P2,324,17,39,-,-,-,-,-,-,-,-,-
P2-17-46,Oconee,various,P2,325,17,46,-,-,-,-,-,-,-,-,-
P2-18-12,Oconee,various,P2,326,18,12,-,-,-,-,-,-,-,-,-
P2-18-13,Oconee,various,P2,327,18,13,-,-,-,-,-,-,-,-,-
P2-18-27,Oconee,various,P2,328,18,27,-,-,-,-,-,-,-,-,-
P2-18-28,Oconee,various,P2,329,18,28,-,-,-,-,-,-,-,-,-
P2-18-42,Oconee,various,P2,330,18,42,-,-,-,-,-,-,-,-,-
P2-18-48,Oconee,various,P2,331,18,48,-,-,-,-,-,-,-,-,-
P2-18-51,Oconee,various,P2,332,18,51,-,-,-,-,-,-,-,-,-
P2-18-56,Oconee,various,P2,333,18,56,-,-,-,-,-,-,-,-,-
P2-20-12,Oconee,various,P2,334,20,12,-,-,-,-,-,-,-,-,-
P2-20-13,Oconee,various,P2,335,20,13,-,-,-,-,-,-,-,-,-
P2-20-14,Oconee,various,P2,336,20,14,-,-,-,-,-,-,+,+,+
P2-20-36,Oconee,various,P2,337,20,36,-,-,-,-,-,-,+,+,+
P2-20-55,Oconee,various,P2,338,20,55,-,-,-,-,-,-,+,+,+
P2-20-60,Oconee,various,P2,339,20,60,-,-,-,-,-,-,-,-,-
P2-20-61,Oconee,various,P2,340,20,61,-,-,-,-,-,-,-,-,-
P2-20-62,Oconee,various,P2,341,20,62,-,-,-,-,-,-,-,-,-
P2-20-65,Oconee,various,P2,342,20,65,-,-,-,-,-,-,-,-,-
P2-20-66,Oconee,various,P2,343,20,66,-,-,-,-,-,-,-,-,-
P2-20-67,Oconee,various,P2,344,20,67,-,-,-,-,-,-,-,-,-
P2-20-68,Oconee,various,P2,345,20,68,-,-,-,-,-,-,-,-,-
P2-20-69,Oconee,various,P2,346,20,69,-,-,-,-,-,-,-,-,-
P2-20-70,Oconee,various,P2,347,20,70,-,-,-,-,-,-,-,-,-
P2-21-12,Oconee,various,P2,348,21,12,-,-,-,-,-,-,-,-,-
P2-21-13,Oconee,various,P2,349,21,13,-,-,-,-,-,-,-,-,-
P2-21-14,Oconee,various,P2,350,21,14,-,-,-,-,-,-,-,-,-
P2-21-15,Oconee,various,P2,351,21,15,-,-,-,-,-,-,-,-,-
P2-21-16,Oconee,various,P2,352,21,16,-,-,-,-,-,-,-,-,-
P2-21-17,Oconee,various,P2,353,21,17,-,-,-,-,-,-,-,-,-
P2-21-21,Oconee,various,P2,354,21,21,-,-,-,-,-,-,-,-,-
P2-21-22,Oconee,various,P2,355,21,22,-,-,-,-,-,-,-,-,-
P2-21-35,Oconee,various,P2,356,21,35,-,-,-,-,-,-,+,+,+
P2-21-38,Oconee,various,P2,357,21,38,-,-,-,-,-,-,+,+,+
P2-21-43,Oconee,various,P2,358,21,43,-,-,-,-,-,-,+,+,+
P2-21-47,Oconee,various,P2,359,21,47,-,-,-,-,-,-,+,+,+
P2-21-48,Oconee,various,P2,360,21,48,-,-,-,-,-,-,+,+,+
P2-21-53,Oconee,various,P2,361,21,53,-,-,-,-,-,-,+,+,+
P2-21-57,Oconee,various,P2,362,21,57,-,-,-,-,-,-,+,+,+
P2-21-65,Oconee,various,P2,363,21,65,-,-,-,-,-,-,-,+,-
P2-21-67,Oconee,various,P2,364,21,67,-,-,-,-,-,-,-,+,-
P2-21-68,Oconee,various,P2,365,21,68,-,-,-,-,-,-,-,+,-
P2-21-69,Oconee,various,P2,366,21,69,-,-,-,-,-,-,-,+,-
P2-22-25,Oconee,various,P2,367,22,25,-,-,-,-,-,-,-,-,-
P2-22-27,Oconee,various,P2,368,22,27,-,-,-,-,-,-,-,-,-
P2-22-28,Oconee,various,P2,369,22,28,-,-,-,-,-,-,-,-,-
P2-22-33,Oconee,various,P2,370,22,33,-,-,-,-,-,-,-,-,-
P2-22-34,Oconee,various,P2,371,22,34,-,-,-,-,-,-,-,-,-
P2-22-35,Oconee,various,P2,372,22,35,-,-,-,-,-,-,-,-,+
P2-22-49,Oconee,various,P2,373,22,49,-,-,-,-,-,-,+,+,+
P2-22-55,Oconee,various,P2,374,22,55,-,-,-,-,-,-,-,-,-
P2-22-56,Oconee,various,P2,375,22,56,-,-,-,-,-,-,-,-,-
P2-22-57,Oconee,various,P2,376,22,57,-,-,-,-,-,-,-,-,-
P2-22-58,Oconee,various,P2,377,22,58,-,-,-,-,-,-,-,-,-
P2-22-59,Oconee,various,P2,378,22,59,-,-,-,-,-,-,-,-,-
P2-22-61,Oconee,various,P2,379,22,61,-,-,-,-,-,-,-,-,-
P2-22-62,Oconee,various,P2,380,22,62,-,-,-,-,-,-,-,-,+
P2-22-64,Oconee,various,P2,381,22,64,-,-,-,-,-,-,-,-,-
P2-22-65,Oconee,various,P2,382,22,65,-,-,-,-,-,-,-,-,-
P2-22-66,Oconee,various,P2,383,22,66,-,-,-,-,-,-,-,-,+
P2-22-67,Oconee,various,P2,384,22,67,-,-,-,-,-,-,-,-,-
P2-22-68,Oconee,various,P2,385,22,68,-,-,-,-,-,-,-,-,-
P2-22-69,Oconee,various,P2,386,22,69,-,-,-,-,-,-,-,-,-
P2-22-70,Oconee,various,P2,387,22,70,-,-,-,-,-,-,-,-,-
P2-22-71,Oconee,various,P2,388,22,71,-,-,-,-,-,-,-,-,-
P2-22-72,Oconee,various,P2,389,22,72,-,-,-,-,-,-,-,-,-
P4B-1-1,Oconee,Guardian,P4b,1,1,1,-,-,-,-,-,-,-,-,-
P4B-1-2,Oconee,Guardian,P4b,2,1,2,-,-,-,-,-,-,-,-,-
P4B-1-3,Oconee,Guardian,P4b,3,1,3,-,-,-,-,-,-,-,-,-
P4B-1-4,Oconee,Guardian,P4b,4,1,4,-,-,-,-,-,-,-,-,-
P4B-1-5,Oconee,Guardian,P4b,5,1,5,-,-,-,-,-,-,-,-,-
P4B-1-6,Oconee,Guardian,P4b,6,1,6,-,-,-,-,-,-,-,-,-
P4B-1-7,Oconee,Guardian,P4b,7,1,7,-,-,-,-,-,-,-,-,-
P4B-1-9,Oconee,Guardian,P4b,8,1,9,-,-,-,-,-,-,-,-,-
P4B-1-10,Oconee,Guardian,P4b,9,1,10,-,-,-,-,-,-,-,-,-
P4B-1-11,Oconee,Guardian,P4b,10,1,11,-,-,-,-,-,-,-,-,-
P4B-1-12,Oconee,Guardian,P4b,11,1,12,-,-,-,-,-,-,-,-,-
P4B-1-13,Oconee,Guardian,P4b,12,1,13,-,-,-,-,-,-,-,-,-
P4B-1-14,Oconee,Guardian,P4b,13,1,14,-,-,-,-,-,-,-,-,-
P4B-1-15,Oconee,Guardian,P4b,14,1,15,-,-,-,-,-,-,-,-,-
P4B-1-16,Oconee,Guardian,P4b,15,1,16,-,-,-,-,-,-,-,-,-
P4B-1-17,Oconee,Guardian,P4b,16,1,17,-,-,-,-,-,-,-,-,-
P4B-1-19,Oconee,Guardian,P4b,17,1,19,-,-,-,-,-,-,-,-,-
P4B-1-21,Oconee,Guardian,P4b,18,1,21,-,-,-,-,-,-,-,-,-
P4B-1-22,Oconee,Guardian,P4b,19,1,22,-,-,-,-,-,-,-,-,-
P4B-1-23,Oconee,Guardian,P4b,20,1,23,-,-,-,-,-,-,-,-,-
P4B-1-24,Oconee,Guardian,P4b,21,1,24,-,-,-,-,-,-,-,-,-
P4B-1-26,Oconee,Guardian,P4b,22,1,26,-,-,-,-,-,-,-,-,-
P4B-1-27,Oconee,Guardian,P4b,23,1,27,-,-,-,-,-,-,-,-,-
P4B-3-1,Oconee,Guardian,P4b,24,3,1,-,-,-,-,-,-,-,-,-
P4B-3-2,Oconee,Guardian,P4b,25,3,2,-,-,-,-,-,-,-,-,-
P4B-3-3,Oconee,Guardian,P4b,26,3,3,-,-,-,-,-,-,-,-,-
P4B-3-4,Oconee,Guardian,P4b,27,3,4,-,-,-,-,-,-,-,-,-
P4B-3-5,Oconee,Guardian,P4b,28,3,5,-,-,-,-,-,-,-,-,-
P4B-3-6,Oconee,Guardian,P4b,29,3,6,-,-,-,-,-,-,-,-,-
P4B-3-7,Oconee,Guardian,P4b,30,3,7,-,-,-,-,-,-,-,-,-
P4B-3-8,Oconee,Guardian,P4b,31,3,8,-,-,-,-,-,-,-,-,-
P4B-3-9,Oconee,Guardian,P4b,32,3,9,-,-,-,-,-,-,-,-,-
P4B-3-10,Oconee,Guardian,P4b,33,3,10,-,-,-,-,-,-,-,-,-
P4B-3-11,Oconee,Guardian,P4b,34,3,11,-,-,-,-,-,-,-,-,-
P4B-3-12,Oconee,Guardian,P4b,35,3,12,-,-,-,-,-,-,-,-,-
P4B-3-13,Oconee,Guardian,P4b,36,3,13,-,-,-,-,-,-,-,-,-
P4B-3-14,Oconee,Guardian,P4b,37,3,14,-,-,-,-,-,-,-,-,-
P4B-3-15,Oconee,Guardian,P4b,38,3,15,-,-,-,-,-,-,-,-,-
P4B-3-16,Oconee,Guardian,P4b,39,3,16,-,-,-,-,-,-,-,-,-
P4B-3-17,Oconee,Guardian,P4b,40,3,17,-,-,-,-,-,-,-,-,-
P4B-3-18,Oconee,Guardian,P4b,41,3,18,-,-,-,-,-,-,-,-,-
P4B-3-19,Oconee,Guardian,P4b,42,3,19,-,-,-,-,-,-,-,-,-
P4B-3-20,Oconee,Guardian,P4b,43,3,20,-,-,-,-,-,-,-,-,-
P4B-3-21,Oconee,Guardian,P4b,44,3,21,-,-,-,-,-,-,-,-,-
P4B-3-22,Oconee,Guardian,P4b,45,3,22,-,-,-,-,-,-,-,-,-
P4B-3-23,Oconee,Guardian,P4b,46,3,23,-,-,-,-,-,-,-,-,-
P4B-3-24,Oconee,Guardian,P4b,47,3,24,-,-,-,-,-,-,-,-,-
P4B-3-25,Oconee,Guardian,P4b,48,3,25,-,-,-,-,-,-,-,-,-
P4B-3-26,Oconee,Guardian,P4b,49,3,26,-,-,-,-,-,-,-,-,-
